customer_id,date,age,occupation,monthly_income,monthly_credit,monthly_debit,starting_balance,ending_balance,monthly_invest_gain,monthly_invest_return_pct,initial_credit_score,final_credit_score,transaction_category_major,customer_feedback
CUST00377,2025-01-31,52,Engineer,5445.96,5655.1,3749.05,9709.1,11615.15,209.14,1.38,776,766,healthcare,Very strong balance. Healthcare expenses are manageable. Well done.
CUST00378,2025-01-31,48,Retail,,6219.16,2472.48,8406.49,12153.17,170.57,1.18,758,768,healthcare,Excellent month financially! Keep up the good work.
CUST00379,2025-01-31,46,Teacher,3130.74,4245.09,4533.08,12341.76,12053.77,275.66,1.69,640,635,dining,Stable balance despite dining expenses. Continue monitoring spending.
CUST00380,2025-01-31,30,Engineer,1432.34,1729.58,1442.71,975.54,1262.41,92.49,3.54,685,695,education,Balance is steady. Plan for upcoming education costs carefully.
CUST00381,2025-01-31,21,Teacher,3983.85,3983.85,3339.09,12779.92,13424.68,0.0,-0.73,678,668,healthcare,Consistent performance. Managing healthcare expenditures effectively for growth.
CUST00382,2025-01-31,31,Student,1055.82,1753.36,2480.88,3507.72,2780.21,83.87,1.62,692,682,healthcare,Debits higher than credits. Review healthcare spending habits.
CUST00383,2025-01-31,25,Manager,7146.78,7307.83,83600.02312807429,15995.65,17835.84,125.16,0.54,674,664,groceries,Fantastic month! Groceries spending is well managed. Bravo.
CUST00384,2025-01-31,32,Retail,3839.01,4128.52,5199.51,8981.72,7910.73,131.09,1.01,640,645,shopping,Debits exceeded credits. Analyze your shopping habits.
CUST00385,2025-01-31,38,Retail,3798.53,3974.61,4634.16,8768.02,8108.47,22.9,0.18,677,687,groceries,High groceries spending this month. Look for savings opportunities.
CUST00386,2025-01-31,29,Student,3546.59,3620.48,2097.15,5015.69,6539.02,0.0,-1.3,691,696,utilities,Good balance growth. Utilities spending is well controlled.
CUST00387,2025-01-31,20,Healthcare,7899.32,10471.14,6863.26,30451.47,34059.35,747.26,1.86,777,767,groceries,Impressive balance! Managing groceries efficiently contributes to savings.
CUST00388,2025-01-31,37,Student,6418.53,7097.97,2248.66,18065.29,22914.6,0.0,-0.97,743,748,entertainment,Excellent financial health! Enjoy your entertainment responsibly.
CUST00389,2025-01-31,23,Manager,3368.59,3388.25,2237.57,1251.05,2401.73,0.0,-0.86,670,665,dining,Stable month. Dining costs are manageable. Keep monitoring.
CUST00390,2025-01-31,41,Finance,2091.35,3405.02,2716.29,4318.09,5006.81,85.54,1.12,631,621,shopping,Positive balance. Review shopping expenses to boost savings.
CUST00391,2025-01-31,31,Teacher,1062.84,1222.25,2084.13,1874.57,1012.69,19.39,0.63,670,680,education,Debits higher than credits. Prioritize education spending carefully.
CUST00392,2025-01-31,18,Teacher,4693.94,4744.42,10056.41,14719.65,9407.65,50.48,0.26,706,716,education,Very high debits in education. Consider a budget review.
CUST00393,2025-01-31,46,Manager,5126.58,5444.48,6486.81,16208.95,15166.62,317.9,1.49,654,659,utilities,Debits slightly higher. Monitor utilities for potential reductions.
CUST00394,2025-01-31,40,Technician,3111.4,3421.42,5960.83,5311.59,2772.18,129.91,1.51,640,630,entertainment,Significant entertainment debits. Try to cut back next month.
CUST00395,2025-01-31,30,Retail,,7624.54,4985.85,17179.87,19818.56,147.94,0.6,636,646,shopping,Strong balance growth! Keep up the smart shopping.
CUST00396,2025-01-31,39,Manager,5461.89,6134.06,6362.74,9544.18,9315.49,252.97,1.64,667,662,healthcare,Debits slightly up. Keep an eye on healthcare spending.
CUST00397,2025-01-31,18,Retail,1011.7,1324.4,1714.22,2601.62,2211.8,0.0,-0.54,717,707,transport,End balance stable. Review transport costs for savings.
CUST00398,2025-01-31,30,Retail,500.0,658.97,717.82,1129.06,1070.2,5.35,0.3,595,585,shopping,Balance stable but low. Watch shopping expenses for improvement.
CUST00399,2025-01-31,29,Manager,5178.17,,,14290.54,11884.46,38.94,0.2,637,647,dining,Debits exceeded credits. Consider reducing dining out next month.
CUST00400,2025-01-31,60,Unemployed,3500.89,4862.41,4974.57,11818.69,11706.52,546.95,3.39,722,717,shopping,Steady balance. Review shopping to find more savings.
CUST00401,2025-01-31,41,Engineer,4461.41,5074.24,8357.3,5858.23,2575.17,76.0,0.7,661,651,shopping,Monitor shopping expenses; aim to reduce debits next month.
CUST00402,2025-01-31,35,Self-employed,2313.86,2421.02,3291.27,1654.05,783.8,84.99,2.13,602,597,transport,Balance is low. Review transport costs to improve savings.
CUST00403,2025-01-31,51,Manager,5321.06,5533.31,5889.51,19480.28,19124.08,74.82,0.3,673,678,entertainment,Good balance! Maybe consider budgeting for entertainment spending.
CUST00404,2025-01-31,57,Technician,2199.82,,,4869.24,1429.37,185.81,2.34,702,712,education,High education spending; ensure balance supports future goals.
CUST00405,2025-01-31,35,Self-employed,4706.61,5935.26,5069.39,4143.04,5008.91,140.13,1.41,601,596,education,Solid balance. Keep up the good work managing education costs.
CUST00406,2025-01-31,40,Unemployed,3441.73,4384.82,2672.73,1763.43,3475.52,11.66,0.19,669,679,healthcare,Excellent saving! Continue managing healthcare spending effectively.
CUST00407,2025-01-31,40,Unemployed,500.0,737.32,1513.2,1252.85,476.96,0.0,-0.96,745,755,shopping,Very low balance. Cut back on shopping to improve finances.
CUST00408,2025-01-31,37,Teacher,3456.15,4179.67,1590.42,881.49,3470.74,221.19,4.57,680,675,healthcare,Strong credits this month! Consider increasing savings further.
CUST00409,2025-01-31,39,Retail,1828.47,1876.91,3005.98,1656.14,527.06,48.44,1.39,758,763,shopping,Balance is low. Re-evaluate shopping habits for better financial health.
CUST00410,2025-01-31,41,Manager,3284.99,4042.97,3159.92,8142.64,9025.69,0.0,-0.74,675,670,groceries,Good progress with savings. Keep managing grocery expenses wisely.
CUST00411,2025-01-31,35,Technician,3770.98,4619.14,7135.55,13432.45,10916.04,224.62,1.26,716,711,education,High spending on education. Plan finances carefully for next month.
CUST00412,2025-01-31,28,Technician,4476.1,5656.56,8101.25,4058.83,1614.15,218.43,2.3,727,722,education,Debits are high. Review education expenses to improve your balance.
CUST00413,2025-01-31,51,Engineer,4339.57,4769.2,7448.85,6342.16,3662.51,238.12,2.19,641,636,healthcare,High healthcare costs. Try to find areas to cut back.
CUST00414,2025-01-31,31,Unemployed,2790.07,2790.07,5900.75,3823.57,712.89,0.0,-1.23,680,685,transport,
CUST00415,2025-01-31,30,Teacher,944.33,1059.69,876.13,1658.47,1842.02,0.0,-0.96,601,591,transport,Good spending vs credits. Maintain mindful transport choices.
CUST00416,2025-01-31,38,Self-employed,1451.34,1479.23,1094.22,1130.61,1515.61,27.89,1.08,631,626,utilities,Stable balance. Keep monitoring utility costs for efficiency.
CUST00417,2025-01-31,40,Student,3310.08,3555.91,4154.53,2060.4,1461.78,0.0,0.0,664,669,entertainment,Debits slightly exceed credits. Watch entertainment spending closely.
CUST00418,2025-01-31,41,Self-employed,2379.94,2408.14,2847.11,3956.18,3517.21,0.0,-0.2,651,656,healthcare,Solid balance. Good management of healthcare expenses.
CUST00419,2025-01-31,26,Student,2697.48,3779.44,2726.08,6589.92,7643.29,40.28,0.39,733,723,transport,Good savings this month! Consider investing excess funds.
CUST00420,2025-01-31,46,Retail,2663.21,4222.02,3148.76,10720.16,11793.42,487.13,3.37,632,622,utilities,Healthy balance. Continue smart management of utilities and spending.
CUST00421,2025-01-31,50,Unemployed,5752.74,6526.31,2273.65,19436.06,23688.72,108.59,0.42,775,770,dining,Excellent saving! Enjoy your dining while maintaining growth.
CUST00422,2025-01-31,30,Retail,8944.7,9590.86,28575.71,27789.76,8804.91,33.61,0.09,662,652,dining,Very high debits this month. Review dining expenses to recover.
CUST00423,2025-01-31,36,Unemployed,2830.58,3700.11,3742.25,2772.76,2730.62,167.72,2.66,615,620,transport,Debits exceed credits. Monitor transport spending carefully.
CUST00424,2025-01-31,45,Manager,3026.61,4012.31,7741.49,12393.71,8664.53,290.09,1.8,749,754,education,High education costs. Plan your budget to avoid overdrafts.
CUST00425,2025-01-31,62,Finance,5381.64,7103.32,1843.88,12880.53,18139.98,0.0,-0.42,676,681,shopping,Fantastic savings! Perhaps consider a new investment opportunity.
CUST00426,2025-01-31,43,Self-employed,1902.72,1902.72,1671.1,432.65,664.27,0.0,-0.75,731,736,dining,Balance is low. Cut back on dining for better stability.
CUST00427,2025-01-31,65,Finance,2062.71,2246.69,1628.91,7101.57,7719.35,0.0,-0.07,646,651,dining,Great balance growth! Continue managing dining expenses effectively.
CUST00428,2025-01-31,69,Retail,2124.63,2184.17,2992.63,5697.77,4889.31,0.0,-0.15,649,639,entertainment,Debits higher than credits. Review entertainment budget.
CUST00429,2025-01-31,46,Self-employed,1671.38,1679.96,1538.14,1101.49,1243.32,5.55,0.2,727,717,dining,Stable balance. Keep mindful of dining expenses this month.
CUST00430,2025-01-31,47,Technician,4149.33,4536.49,4920.87,3542.38,3158.01,16.93,0.21,564,554,entertainment,Debits slightly higher. Consider reducing entertainment spending next month.
CUST00431,2025-01-31,34,Student,4405.29,5082.9,4753.81,8997.34,9326.43,228.55,1.65,673,678,groceries,Good savings. Continue smart grocery shopping and budgeting.
CUST00432,2025-01-31,33,Finance,5375.99,8070.64,7644.07,15630.68,16057.25,89.72,0.38,672,662,education,Strong balance. Keep up good management of education costs.
CUST00433,2025-01-31,38,Self-employed,500.0,609.92,823.6,1720.77,1507.09,58.62,2.58,737,732,shopping,Low balance. Reduce shopping expenses to improve your finances.
CUST00434,2025-01-31,33,Teacher,7661.4,10925.01,5882.63,27729.07,32771.45,394.08,1.03,648,653,transport,Outstanding savings! Consider expanding your investment portfolio.
CUST00435,2025-01-31,50,Self-employed,8752.51,9663.12,21837.11,6111.76,-6062.23,0.0,-0.28,598,588,shopping,Urgent: negative balance! Drastically cut shopping expenses immediately.
CUST00436,2025-01-31,41,Manager,2855.55,3113.54,8972.93,4918.33,-941.07,48.7,0.61,662,652,healthcare,Negative balance. Review healthcare costs and financial priorities.
CUST00437,2025-01-31,51,Healthcare,3331.05,5292.68,7626.56,2977.36,643.49,295.84,3.71,783,778,shopping,Balance is low. Consider reducing shopping to build savings.
CUST00438,2025-01-31,53,Engineer,4963.98,5816.87,3567.51,3537.29,5786.66,2.81,0.03,710,700,dining,Excellent month for savings! Enjoy dining responsibly.
CUST00439,2025-01-31,49,Teacher,2702.14,2898.18,4455.66,2453.5,896.02,0.0,-3.96,693,703,shopping,Very low balance. Focus on reducing shopping to recover.
CUST00440,2025-01-31,52,Student,3513.5,4874.17,8031.87,13236.03,10078.34,320.22,1.8,643,633,dining,High debits; review dining habits to improve your balance.
CUST00441,2025-01-31,25,Technician,2610.99,4126.19,4177.65,1919.83,1868.36,34.27,0.57,688,693,transport,Debits slightly higher. Be mindful of transport costs next month.
CUST00442,2025-01-31,39,Finance,1440.29,1512.14,2244.19,4042.47,3310.42,64.24,1.17,753,763,shopping,Debits exceeded credits. Re-evaluate shopping for better control.
CUST00443,2025-01-31,54,Technician,1415.56,1415.56,1226.81,5893.24,6081.99,0.0,-0.77,696,701,shopping,Good balance. Continue mindful shopping while maintaining growth.
CUST00444,2025-01-31,61,Engineer,5334.04,5904.76,2468.92,13810.52,17246.37,181.66,0.93,681,671,groceries,Great savings! Keep up excellent management of grocery expenses.
CUST00445,2025-01-31,34,Self-employed,4003.3,4124.38,4404.49,8388.63,8108.52,0.0,-1.04,688,693,entertainment,Debits slightly high. Consider cutting back on entertainment costs.
CUST00446,2025-01-31,45,Retail,1971.79,3194.65,2359.36,5428.03,6263.32,46.31,0.54,687,697,utilities,Healthy balance. Continue managing utility costs efficiently.
CUST00447,2025-01-31,46,Unemployed,4405.79,5242.51,9103.95,2044.17,-1817.27,161.04,2.26,724,714,transport,Critical: negative balance! Address transport spending immediately.
CUST00448,2025-01-31,49,Retail,2181.78,2381.24,3745.63,4876.75,3512.36,122.03,1.71,630,640,shopping,Debits high. Review shopping to improve your monthly balance.
CUST00449,2025-01-31,47,Teacher,5554.82,8300.61,6264.23,8963.1,10999.49,303.59,1.79,634,624,shopping,Strong credits and balance! Consider increasing savings or investments.
CUST00450,2025-01-31,51,Engineer,2397.17,2397.17,4264.24,4024.12,2157.05,0.0,-2.78,719,709,education,Debits high; review education spending for better financial health.
CUST00451,2025-01-31,37,Technician,,4031.38,7989.03,6573.07,2615.41,83.12,0.79,687,697,education,Consider reviewing education expenses to improve your monthly flow.
CUST00452,2025-01-31,20,Manager,500.0,582.93,1116.15,44.31,-488.92,7.07,1.14,671,666,entertainment,
CUST00453,2025-01-31,48,Healthcare,3184.42,3546.91,2935.3,9715.71,10327.32,362.49,2.81,712,707,healthcare,Excellent financial health! Keep up smart spending on healthcare.
CUST00454,2025-01-31,35,Retail,6496.66,7987.2,3606.41,14944.41,19325.19,427.58,1.9,646,641,healthcare,
CUST00455,2025-01-31,40,Unemployed,4605.92,8058.58,14561.57,11219.76,4716.77,107.36,0.56,550,555,education,Significant education debits. Review large expenses to protect savings.
CUST00456,2025-01-31,55,Student,4973.76,5801.37,3096.87,8218.69,10923.19,319.23,2.33,673,683,healthcare,Fantastic month! Your healthcare spending is well within limits.
CUST00457,2025-01-31,40,Finance,5064.52,5250.3,7930.85,12298.48,9617.94,185.78,1.07,686,681,shopping,High shopping debits. Monitor spending closely to maintain balance.
CUST00458,2025-01-31,26,Retail,3067.08,3191.51,5151.76,11113.52,9153.27,119.16,0.84,721,711,education,Keep an eye on education spending to ensure better cash flow.
CUST00459,2025-01-31,59,Student,2653.76,3289.74,3623.48,2807.33,2473.59,45.99,0.76,668,663,entertainment,Slight overspend this month. Try to cut back on entertainment.
CUST00460,2025-01-31,37,Teacher,4534.45,4534.45,7572.27,3471.22,433.4,0.0,-0.52,715,710,healthcare,High healthcare costs affected your balance. Budget carefully next month.
CUST00461,2025-01-31,20,Technician,3236.83,3628.04,1716.48,5256.74,7168.3,34.52,0.39,693,703,entertainment,Great month! Enjoy your entertainment while maintaining financial health.
CUST00462,2025-01-31,27,Manager,5562.25,6722.41,5764.23,4582.21,5540.39,5.65,0.05,633,628,healthcare,Solid financial management! Your healthcare expenses are well-handled.
CUST00463,2025-01-31,43,Unemployed,3249.24,3515.68,3517.29,7874.79,7873.18,182.69,1.63,645,650,utilities,Watch utility costs closely; your balance remains strong.
CUST00464,2025-01-31,18,Engineer,2347.42,2545.38,4845.96,2021.32,-279.26,96.56,2.16,702,712,education,Negative balance! Prioritize essential spending and reduce education costs.
CUST00465,2025-01-31,48,Healthcare,3533.6,5335.06,4185.42,14204.86,15354.5,392.52,2.05,627,622,healthcare,Excellent month! Consider adding more to your long-term savings.
CUST00466,2025-01-31,37,Retail,2626.25,3544.36,1778.78,3966.06,5731.64,0.0,-0.02,706,696,entertainment,Good spending habits. Continue enjoying entertainment within your means.
CUST00467,2025-01-31,51,Finance,1916.15,3321.22,1184.46,7467.89,9604.65,270.33,2.57,643,648,healthcare,Strong balance! Keep up the smart healthcare spending decisions.
CUST00468,2025-01-31,36,Unemployed,3594.16,5636.45,6154.88,9135.05,8616.62,0.0,-0.36,663,673,utilities,Minor deficit this month. Review utility bills for potential savings.
CUST00469,2025-01-31,42,Unemployed,3028.94,3744.56,3488.1,5285.71,5542.17,113.25,1.27,655,645,healthcare,Good progress! Continue to manage your healthcare expenses wisely.
CUST00470,2025-01-31,41,Retail,7192.45,8960.52,2914.29,19452.95,25499.19,0.0,-0.07,664,654,shopping,Outstanding balance! Maybe consider rewarding yourself responsibly with shopping.
CUST00471,2025-01-31,27,Engineer,4844.07,5946.07,4052.78,13409.69,15302.98,23.2,0.12,581,591,transport,Fantastic savings! Your transport costs are well-managed and affordable.
CUST00472,2025-01-31,54,Self-employed,7651.49,9905.67,20448.37,8083.24,-2459.46,237.86,1.34,668,178,education,Significant overspend. Drastically cut education and other expenses next month.
CUST00473,2025-01-31,39,Retail,5633.69,5633.69,2711.42,10274.28,13196.55,0.0,-0.4,643,638,groceries,Excellent financial health! Your grocery spending is very efficient.
CUST00474,2025-01-31,18,Unemployed,3185.38,3890.57,2047.75,3741.88,5584.7,0.0,-0.07,558,553,utilities,Solid month! Keep an eye on utilities for potential savings.
CUST00475,2025-01-31,47,Healthcare,2245.93,3237.15,1773.36,5159.69,6623.48,112.66,1.36,679,674,shopping,Good job! Balance your shopping with your other financial goals.
CUST00476,2025-01-31,38,Manager,2585.83,3734.91,5109.83,4275.68,2900.76,246.13,3.17,657,667,dining,Dining expenses are high. Cut back to improve your balance.
CUST00477,2025-01-31,31,Self-employed,6320.95,8942.48,3288.34,3412.83,9066.97,0.0,-0.38,662,667,transport,Fantastic balance! Your transport expenses are managed exceptionally well.
CUST00478,2025-01-31,45,Unemployed,1415.44,1539.59,1972.89,1063.94,630.64,0.0,-0.55,711,721,shopping,Shopping debits slightly high. Be mindful to build your savings.
CUST00479,2025-01-31,44,Unemployed,4009.46,4061.13,7645.32,2505.09,-1079.1,0.0,-1.69,689,694,shopping,Serious overspend on shopping. Reduce expenses to recover quickly.
CUST00480,2025-01-31,48,Engineer,6315.01,7059.35,5759.45,16170.42,17470.32,257.29,1.12,639,629,shopping,Excellent financial standing! Your shopping habits are well-controlled.
CUST00481,2025-01-31,48,Technician,6014.39,6468.61,2990.25,18406.11,21884.47,454.22,1.86,662,657,entertainment,Outstanding! Consider investing some funds while enjoying entertainment.
CUST00482,2025-01-31,18,Teacher,500.0,686.43,3222.88,676.58,-1859.87,0.0,-0.25,695,700,education,
CUST00483,2025-01-31,35,Unemployed,2920.55,3439.26,5349.86,9816.52,7905.92,168.82,1.29,725,720,healthcare,
CUST00484,2025-01-31,45,Teacher,4000.07,5567.34,6517.89,2460.16,1509.61,138.84,1.76,624,629,education,High education costs. Prioritize essential spending to build balance.
CUST00485,2025-01-31,35,Finance,6241.79,8547.1,6319.25,12281.95,14509.8,0.0,-0.16,689,699,transport,Great month! Your transport spending is efficient and sensible.
CUST00486,2025-01-31,21,Unemployed,3377.46,4899.54,9529.15,1746.1,-2883.51,70.36,1.07,694,689,entertainment,Significant negative balance. Reduce entertainment spending to recover funds.
CUST00487,2025-01-31,43,Manager,3233.39,3645.8,6490.92,7562.61,4717.48,412.41,3.82,712,707,groceries,Groceries debits are high. Plan meals to reduce next month's costs.
CUST00488,2025-01-31,38,Manager,4035.25,5282.65,1954.14,6426.46,9754.97,290.04,2.54,741,746,groceries,Excellent control over groceries! Your savings are growing well.
CUST00489,2025-01-31,40,Self-employed,6790.33,7504.7,13039.91,11500.19,5964.98,70.06,0.37,728,723,shopping,High shopping expenses this month. Review your budget carefully.
CUST00490,2025-01-31,64,Manager,2749.94,2952.04,4736.6,1874.57,90.0,69.92,1.47,666,676,shopping,Low balance! Drastically cut shopping and unnecessary spending immediately.
CUST00491,2025-01-31,55,Finance,761.93,822.81,958.17,120.6,-14.75,0.0,-0.83,688,693,utilities,Negative balance. Review utility usage to reduce costs urgently.
CUST00492,2025-01-31,38,Self-employed,1038.03,1237.26,1295.96,46.05,-12.65,0.0,-1.48,658,668,entertainment,Small deficit. Consider reducing entertainment expenses to improve balance.
CUST00493,2025-01-31,35,Finance,632.3,752.73,1747.69,2329.16,1334.2,0.0,-0.52,798,793,entertainment,Entertainment spending is high for your income. Budget carefully.
CUST00494,2025-01-31,33,Manager,4213.97,4801.01,2229.97,15702.33,18273.37,138.48,0.68,748,738,groceries,Outstanding financial management! Your grocery budget is efficient.
CUST00495,2025-01-31,54,Manager,2590.64,3329.91,4161.76,6199.67,5367.82,0.0,-0.22,605,600,healthcare,Watch healthcare spending this month to maintain your balance.
CUST00496,2025-01-31,34,Unemployed,2177.64,2317.89,5504.84,6588.13,3401.19,140.25,1.6,679,689,healthcare,High healthcare debits. Review expenses to protect your savings.
CUST00497,2025-01-31,45,Technician,4129.9,4417.29,5207.98,14059.08,13268.39,287.39,1.58,736,741,groceries,"Despite high grocery debits, your balance remains strong."
CUST00498,2025-01-31,47,Teacher,9745.49,10207.06,11536.84,31466.28,30136.5,461.57,1.12,654,649,groceries,Excellent balance! Monitor grocery spending for continued savings growth.
CUST00499,2025-01-31,24,Engineer,3491.08,5079.61,4464.24,9191.36,9806.73,0.0,-0.06,632,622,groceries,Great job with groceries! Keep up the smart financial decisions.
CUST00500,2025-01-31,29,Engineer,4614.95,4626.64,2176.01,10000.56,12451.19,11.69,0.08,731,736,dining,Outstanding balance! Enjoy dining out while staying financially smart.
